Dates,Total_Cases,Daily_Cases,Daily_Cases_Change,Total_Losses,Daily_Losses,Intubated,Out_IC_Total,Out_IC_Daily,Daily_Admissions,Active_Cases,Total_Recovered,Total_RTPCR_tests,Daily_RTPCR_tests,Total_RAPID_AG_tests,Daily_RAPID_AG_tests,Total_Tests,Daily_Tests,Positivity_Rate,Total_Self_Tests,Total_Self_Tests_Recheck,Total_Positive_Self_Tests
26/02/20,1,1,0.0,0,0,0,,,,1,0,0,0,0,0,0,0,,,,
27/02/20,3,2,200.0,0,0,0,,,,3,0,0,0,0,0,0,0,,,,
28/02/20,4,1,33.3,0,0,0,,,,4,0,0,0,0,0,0,0,,,,
29/02/20,7,3,75.0,0,0,0,,,,4,0,0,0,0,0,0,0,,,,
01/03/20,7,0,0.0,0,0,0,,,,7,0,0,0,0,0,0,0,,,,
02/03/20,7,0,0.0,0,0,0,,,,7,0,0,0,0,0,0,0,,,,
03/03/20,7,0,0.0,0,0,0,,,,7,0,570,570,0,0,570,570,0.00,,,
04/03/20,9,2,28.6,0,0,0,,,,9,0,570,0,0,0,570,0,,,,
05/03/20,31,22,244.4,0,0,0,,,,31,0,570,0,0,0,570,0,,,,
06/03/20,45,14,45.2,0,0,1,,,,45,0,570,0,0,0,570,0,,,,
07/03/20,66,21,46.7,0,0,1,,,,46,0,570,0,0,0,570,0,,,,
08/03/20,73,7,10.6,0,0,1,,,,73,0,570,0,0,0,570,0,,,,
09/03/20,84,11,15.1,0,0,1,,,,73,0,570,0,0,0,570,0,,,,
10/03/20,89,5,6.0,0,0,1,,,,89,0,570,0,0,0,570,0,,,,
11/03/20,99,10,11.2,0,0,1,,,,98,0,570,0,0,0,570,0,,,,
12/03/20,117,18,18.2,1,1,1,,,,98,2,2180,1610,0,0,2180,1610,1.12,,,
13/03/20,190,73,62.4,1,0,1,,,,189,2,2700,520,0,0,2700,520,14.04,,,
14/03/20,228,38,20.0,3,2,5,,,,217,8,3400,700,0,0,3400,700,5.43,,,
15/03/20,331,103,45.2,4,1,8,,,,319,10,4000,600,0,0,4000,600,17.17,,,
16/03/20,352,21,6.3,4,0,9,,,,319,10,4320,320,0,0,4320,320,6.56,,,
17/03/20,387,35,9.9,5,1,9,,,,374,14,4320,0,0,0,4320,0,,,,
18/03/20,418,31,8.0,5,0,13,,,,405,14,6000,1680,0,0,6000,1680,1.85,,,
19/03/20,464,46,11.0,6,1,16,,,,404,19,6000,0,0,0,6000,0,,,,
20/03/20,495,31,6.7,10,4,16,,,,470,19,6000,0,0,0,6000,0,,,,
21/03/20,530,35,7.1,13,3,18,,,,498,19,8000,2000,0,0,8000,2000,1.75,,,
22/03/20,624,94,17.7,15,2,34,,,,590,19,8000,0,0,0,8000,0,,,,
23/03/20,695,71,11.4,17,2,35,,,,649,29,8000,0,0,0,8000,0,,,,
24/03/20,743,48,6.9,20,3,45,,,,694,32,8000,0,0,0,8000,0,,,,
25/03/20,821,78,10.5,22,2,53,,,,763,36,10000,2000,0,0,10000,2000,3.90,,,
26/03/20,892,71,8.6,27,5,54,,,,830,42,10000,0,0,0,10000,0,,,,
27/03/20,966,74,8.3,28,1,65,,,,886,52,13477,3477,0,0,13477,3477,2.13,,,
28/03/20,1061,95,9.8,32,4,69,,,,977,52,14363,886,0,0,14363,886,10.72,,,
29/03/20,1156,95,9.0,38,6,69,,,,1066,53,15151,788,0,0,15151,788,12.06,,,
30/03/20,1212,56,4.8,43,5,72,,,,1117,53,15961,810,0,0,15961,810,6.91,,,
31/03/20,1314,102,8.4,49,6,85,,,,1213,53,16732,771,0,0,16732,771,13.23,,,
01/04/20,1415,101,7.7,51,2,90,,,,1313,53,17350,618,0,0,17350,618,16.34,,,
02/04/20,1544,129,9.1,53,2,91,,,,1430,53,18844,1494,0,0,18844,1494,8.63,,,
03/04/20,1613,69,4.5,63,10,92,,,,1472,53,22437,3593,0,0,22437,3593,1.92,,,
04/04/20,1673,60,3.7,68,5,92,,,,1527,53,22437,0,0,0,22437,0,,,,
05/04/20,1735,62,3.7,73,5,93,,,,1584,53,25453,3016,0,0,25453,3016,2.06,,,
06/04/20,1755,20,1.2,80,7,90,,,,1407,269,26193,740,0,0,26193,740,2.70,,,
07/04/20,1832,77,4.4,81,1,90,,,,1482,269,28584,2391,0,0,28584,2391,3.22,,,
08/04/20,1884,52,2.8,83,2,84,,,,1532,269,32528,3944,0,0,32528,3944,1.32,,,
09/04/20,1955,71,3.8,88,5,79,,,,1599,269,33634,1106,0,0,33634,1106,6.42,,,
10/04/20,2009,54,2.8,93,5,77,,,,1650,269,35432,1798,0,0,35432,1798,3.00,,,
11/04/20,2081,72,3.6,98,5,75,,,,1719,269,37344,1912,0,0,37344,1912,3.77,,,
12/04/20,2114,33,1.6,98,0,76,,,,1747,269,42261,4917,0,0,42261,4917,0.67,,,
13/04/20,2145,31,1.5,100,2,73,,,,1777,269,43417,1156,0,0,43417,1156,2.68,,,
14/04/20,2170,25,1.2,101,1,76,,,,1800,269,48798,5381,0,0,48798,5381,0.46,,,
15/04/20,2192,22,1.0,103,2,72,,,,1821,269,50771,1973,0,0,50771,1973,1.12,,,
16/04/20,2207,15,0.7,105,2,69,,,,1833,269,50771,0,0,0,50771,0,,,,
17/04/20,2224,17,0.8,108,3,71,,,,1847,269,50771,0,0,0,50771,0,,,,
18/04/20,2235,11,0.5,110,2,67,,,,1856,269,53290,2519,0,0,53290,2519,0.44,,,
19/04/20,2235,0,0.0,113,3,67,,,,1853,269,53290,0,0,0,53290,0,,,,
20/04/20,2245,10,0.4,117,4,61,,,,1860,269,54344,1054,0,0,54344,1054,0.95,,,
21/04/20,2401,156,6.9,121,4,59,,,,1703,269,55666,1322,0,0,55666,1322,11.80,,,
22/04/20,2408,7,0.3,121,0,55,,,,1710,269,56944,1278,0,0,56944,1278,0.55,,,
23/04/20,2463,55,2.3,127,6,52,,,,1761,269,59241,2297,0,0,59241,2297,2.39,,,
24/04/20,2490,27,1.1,130,3,48,,,,1783,269,61407,2166,0,0,61407,2166,1.25,,,
25/04/20,2506,16,0.6,132,2,47,,,,1799,269,63087,1680,0,0,63087,1680,0.95,,,
26/04/20,2517,11,0.4,134,2,46,,,,1806,269,64608,1521,0,0,64608,1521,0.72,,,
27/04/20,2534,17,0.7,136,2,43,,,,1821,269,66094,1486,0,0,66094,1486,1.14,,,
28/04/20,2566,32,1.3,138,2,40,,,,1851,269,69833,3739,0,0,69833,3739,0.86,,,
29/04/20,2576,10,0.4,139,1,41,,,,1860,269,72130,2297,0,0,72130,2297,0.44,,,
30/04/20,2591,15,0.6,140,1,38,,,,1077,1374,75170,3040,0,0,75170,3040,0.49,,,
01/05/20,2612,21,0.8,140,0,36,,,,1098,1374,77251,2081,0,0,77251,2081,1.01,,,
02/05/20,2620,8,0.3,143,3,37,,,,1103,1374,78207,956,0,0,78207,956,0.84,,,
03/05/20,2626,6,0.2,144,1,37,,,,1108,1374,79332,1125,0,0,79332,1125,0.53,,,
04/05/20,2632,6,0.2,146,2,35,,,,1112,1374,80951,1619,0,0,80951,1619,0.37,,,
05/05/20,2642,10,0.4,146,0,35,,,,1122,1374,83750,2799,0,0,83750,2799,0.36,,,
06/05/20,2663,21,0.8,147,1,36,,,,1142,1374,87052,3302,0,0,87052,3302,0.64,,,
07/05/20,2678,15,0.6,149,2,33,,,,1156,1374,90043,2991,0,0,90043,2991,0.50,,,
08/05/20,2691,13,0.5,151,2,32,,,,1167,1374,94291,4248,0,0,94291,4248,0.31,,,
09/05/20,2710,19,0.7,151,0,28,,,,1185,1374,97384,3093,0,0,97384,3093,0.61,,,
10/05/20,2716,6,0.2,151,0,30,,,,1191,1374,98877,1493,0,0,98877,1493,0.40,,,
11/05/20,2726,10,0.4,152,1,32,,,,1201,1374,99363,486,0,0,99363,486,2.06,,,
12/05/20,2744,18,0.7,153,1,32,,,,1218,1374,106054,6691,0,0,106054,6691,0.27,,,
13/05/20,2760,16,0.6,156,3,28,,,,1231,1374,112042,5988,0,0,112042,5988,0.27,,,
14/05/20,2770,10,0.4,157,1,24,,,,1240,1374,116233,4191,0,0,116233,4191,0.24,,,
15/05/20,2810,40,1.4,161,4,23,,,,1276,1374,120015,3782,0,0,120015,3782,1.06,,,
16/05/20,2819,9,0.3,162,1,23,,,,1283,1374,126283,6268,0,0,126283,6268,0.14,,,
17/05/20,2834,15,0.5,163,1,22,,,,1297,1374,128525,2242,0,0,128525,2242,0.67,,,
18/05/20,2836,2,0.1,165,2,24,,,,1297,1374,131684,3159,0,0,131684,3159,0.06,,,
19/05/20,2840,4,0.1,166,1,22,,,,1301,1374,136001,4317,0,0,136001,4317,0.09,,,
20/05/20,2850,10,0.4,167,1,22,,,,1310,1374,139445,3444,0,0,139445,3444,0.29,,,
21/05/20,2853,3,0.1,168,1,21,,,,1311,1374,144078,4633,0,0,144078,4633,0.06,,,
22/05/20,2873,21,0.7,169,1,19,,,,1331,1374,147958,3880,0,0,147958,3880,0.54,,,
23/05/20,2876,3,0.1,171,2,20,,,,1331,1374,152998,5040,0,0,152998,5040,0.06,,,
24/05/20,2878,2,0.1,171,0,19,,,,1333,1374,153963,965,0,0,153963,965,0.21,,,
25/05/20,2882,4,0.1,173,2,18,,,,1336,1374,155037,1074,0,0,155037,1074,0.37,,,
26/05/20,2889,7,0.2,173,0,18,,,,1345,1374,160991,5954,0,0,160991,5954,0.12,,,
27/05/20,2903,18,0.5,173,0,17,,,,1356,1374,166245,5254,0,0,166245,5254,0.34,,,
28/05/20,2906,3,0.1,175,2,16,,,,1357,1374,170467,4222,0,0,170467,4222,0.07,,,
29/05/20,2909,5,0.1,175,0,16,,,,1360,1374,174844,4377,0,0,174844,4377,0.11,,,
30/05/20,2915,7,0.2,175,0,14,,,,1366,1374,178316,3472,0,0,178316,3472,0.20,,,
31/05/20,2917,2,0.1,177,2,13,,,,1368,1374,180518,2202,0,0,180518,2202,0.09,,,
01/06/20,2918,2,0.0,179,2,12,,,,1365,1374,182423,1905,0,0,182423,1905,0.10,,,
02/06/20,2937,19,0.7,179,0,11,,,,1384,1374,185590,3167,0,0,185590,3167,0.60,,,
03/06/20,2937,0,0.0,179,0,11,,,,1384,1374,185590,0,0,0,185590,0,,,,
04/06/20,2952,15,0.5,180,1,9,,,,1398,1374,193929,8339,0,0,193929,8339,0.18,,,
05/06/20,2967,15,0.5,180,0,9,,,,1413,1374,193929,0,0,0,193929,0,,,,
06/06/20,2980,13,0.4,181,1,9,,,,1426,1374,193929,0,0,0,193929,0,,,,
07/06/20,2997,17,0.6,182,1,9,,,,1443,1374,193929,0,0,0,193929,0,,,,
08/06/20,3049,52,1.7,182,0,10,,,,1493,1374,193929,0,0,0,193929,0,,,,
09/06/20,3058,9,0.3,183,1,10,,,,1501,1374,231759,37830,0,0,231759,37830,0.02,,,
10/06/20,3068,11,0.3,183,0,12,,,,1511,1374,240924,9165,0,0,240924,9165,0.12,,,
11/06/20,3088,20,0.7,183,0,14,,,,1531,1374,240924,0,0,0,240924,0,,,,
12/06/20,3108,20,0.6,183,0,14,,,,1551,1374,243867,2943,0,0,243867,2943,0.68,,,
13/06/20,3112,4,0.1,183,0,13,,,,1555,1374,247452,3585,0,0,247452,3585,0.11,,,
14/06/20,3121,9,0.3,183,0,13,,,,1564,1374,250923,3471,0,0,250923,3471,0.26,,,
15/06/20,3134,13,0.4,184,1,13,,,,1576,1374,254854,3931,0,0,254854,3931,0.33,,,
16/06/20,3148,15,0.4,187,3,12,,,,1589,1374,259736,4882,0,0,259736,4882,0.31,,,
17/06/20,3203,55,1.7,187,0,11,,,,1642,1374,264930,5194,0,0,264930,5194,1.06,,,
18/06/20,3227,24,0.7,189,2,10,,,,1665,1374,270338,5408,0,0,270338,5408,0.44,,,
19/06/20,3237,10,0.3,190,1,10,,,,1674,1374,274711,4373,0,0,274711,4373,0.23,,,
20/06/20,3256,19,0.6,190,0,9,,,,1692,1374,278895,4184,0,0,278895,4184,0.45,,,
21/06/20,3266,10,0.3,190,0,9,,,,1702,1374,283146,4251,0,0,283146,4251,0.24,,,
22/06/20,3287,21,0.6,190,0,8,,,,1723,1374,285989,2843,0,0,285989,2843,0.74,,,
23/06/20,3302,16,0.5,190,0,8,,,,1738,1374,291187,5198,0,0,291187,5198,0.31,,,
24/06/20,3310,8,0.2,191,1,8,,,,1746,1374,295639,4452,0,0,295639,4452,0.18,,,
25/06/20,3321,13,0.3,191,0,9,,,,1756,1374,295639,0,0,0,295639,0,,,,
26/06/20,3343,22,0.7,191,0,11,,,,1778,1374,295851,212,0,0,295851,212,10.38,,,
27/06/20,3366,23,0.7,191,0,11,,,,1801,1374,301144,5293,0,0,301144,5293,0.43,,,
28/06/20,3376,10,0.3,191,0,10,,,,1811,1374,305137,3993,0,0,305137,3993,0.25,,,
29/06/20,3390,15,0.4,191,0,10,,,,1825,1374,308392,3255,0,0,308392,3255,0.46,,,
30/06/20,3409,20,0.6,192,1,9,,,,1843,1374,312775,4383,0,0,312775,4383,0.46,,,
01/07/20,3432,23,0.7,192,0,9,,,,1866,1374,315982,3207,0,0,315982,3207,0.72,,,
02/07/20,3458,28,0.8,192,0,8,,,,1892,1374,320427,4445,0,0,320427,4445,0.63,,,
03/07/20,3486,28,0.8,192,0,8,,,,1920,1374,325451,5024,0,0,325451,5024,0.56,,,
04/07/20,3511,25,0.7,192,0,8,,,,1945,1374,331703,6252,0,0,331703,6252,0.40,,,
05/07/20,3519,9,0.2,192,0,11,,,,1953,1374,337154,5451,0,0,337154,5451,0.17,,,
06/07/20,3562,43,1.2,194,2,11,,,,1996,1374,340328,3174,0,0,340328,3174,1.35,,,
07/07/20,3589,27,0.8,194,0,10,,,,2022,1374,349084,8756,0,0,349084,8756,0.31,,,
08/07/20,3622,33,0.9,194,0,9,,,,2055,1374,355190,6106,0,0,355190,6106,0.54,,,
09/07/20,3672,50,1.4,194,0,9,,,,2105,1374,358725,3535,0,0,358725,3535,1.41,,,
10/07/20,3732,60,1.6,194,0,9,,,,2165,1374,363412,4687,0,0,363412,4687,1.28,,,
11/07/20,3772,41,1.1,194,0,9,,,,2205,1374,371167,7755,0,0,371167,7755,0.53,,,
12/07/20,3803,31,0.8,194,0,10,,,,2236,1374,373932,2765,0,0,373932,2765,1.12,,,
13/07/20,3826,24,0.6,194,0,12,,,,2259,1374,382452,8520,0,0,382452,8520,0.28,,,
14/07/20,3883,58,1.5,194,0,13,,,,2316,1374,386307,3855,0,0,386307,3855,1.50,,,
15/07/20,3910,27,0.7,194,0,13,,,,2343,1374,391773,5466,0,0,391773,5466,0.49,,,
16/07/20,3939,35,0.7,194,0,14,,,,2372,1374,398347,6574,0,0,398347,6574,0.53,,,
17/07/20,3964,28,0.6,195,1,12,,,,2396,1374,402672,4325,0,0,402672,4325,0.65,,,
18/07/20,3983,19,0.5,195,0,12,,,,2415,1374,406040,3368,0,0,406040,3368,0.56,,,
19/07/20,4007,24,0.6,195,0,13,,,,2439,1374,410766,4726,0,0,410766,4726,0.51,,,
20/07/20,4012,11,0.1,196,1,12,,,,2443,1374,413760,2994,0,0,413760,2994,0.37,,,
21/07/20,4048,36,0.9,197,1,10,,,,2477,1374,419906,6146,0,0,419906,6146,0.59,,,
22/07/20,4077,32,0.7,201,4,10,,,,2503,1374,424675,4769,0,0,424675,4769,0.67,,,
23/07/20,4110,33,0.8,201,0,8,,,,2535,1374,430864,6189,0,0,430864,6189,0.53,,,
24/07/20,4135,26,0.6,201,0,8,,,,2560,1374,436510,5646,0,0,436510,5646,0.46,,,
25/07/20,4166,31,0.7,201,0,10,,,,2591,1374,440156,3646,0,0,440156,3646,0.85,,,
26/07/20,4193,27,0.6,202,1,9,,,,2617,1374,447685,7529,0,0,447685,7529,0.36,,,
27/07/20,4227,35,0.8,202,0,9,,,,2651,1374,451317,3632,0,0,451317,3632,0.96,,,
28/07/20,4279,52,1.2,203,1,8,,,,2702,1374,457540,6223,0,0,457540,6223,0.84,,,
29/07/20,4336,57,1.3,203,0,8,,,,2759,1374,511429,53889,0,0,511429,53889,0.11,,,
30/07/20,4401,65,1.5,204,1,7,,,,636,3562,519887,8458,0,0,519887,8458,0.77,,,
31/07/20,4477,78,1.7,206,2,9,,,,709,3562,529855,9968,0,0,529855,9968,0.78,,,
01/08/20,4587,110,2.5,206,0,10,,,,819,3562,539493,9638,0,0,539493,9638,1.14,,,
02/08/20,4662,75,1.6,208,2,12,,,,892,3562,545439,5946,0,0,545439,5946,1.26,,,
03/08/20,4737,77,1.6,209,1,13,,,,965,3562,564856,19417,0,0,564856,19417,0.40,,,
04/08/20,4855,121,2.5,210,1,13,,,,1084,3562,599709,34853,0,0,599709,34853,0.35,,,
05/08/20,4973,124,2.4,211,1,13,,,,1201,3562,609583,9874,0,0,609583,9874,1.26,,,
06/08/20,5123,153,3.0,211,0,14,,,,1351,3562,619393,9810,0,0,619393,9810,1.56,,,
07/08/20,5270,151,2.9,212,1,14,,,,1498,3562,630983,11590,0,0,630983,11590,1.30,,,
08/08/20,5421,152,2.9,213,1,17,,,,1648,3562,640297,9314,0,0,640297,9314,1.63,,,
09/08/20,5623,203,3.7,213,0,22,,,,1849,3562,650998,10701,0,0,650998,10701,1.90,,,
10/08/20,5749,126,2.2,214,1,24,,,,1974,3562,658178,7180,0,0,658178,7180,1.75,,,
11/08/20,5942,196,3.4,215,1,26,,,,2166,3562,668739,10561,0,0,668739,10561,1.86,,,
12/08/20,6177,262,4.0,217,2,24,,,,2157,3804,679785,11046,0,0,679785,11046,2.37,,,
13/08/20,6381,204,3.3,223,6,22,,,,2356,3804,687338,7553,0,0,687338,7553,2.70,,,
14/08/20,6632,254,3.9,225,2,22,,,,2605,3804,704921,17583,0,0,704921,17583,1.44,,,
15/08/20,6858,230,3.4,228,3,23,,,,2828,3804,715503,10582,0,0,715503,10582,2.17,,,
16/08/20,7075,217,3.2,230,2,24,,,,3043,3804,719311,3808,0,0,719311,3808,5.70,,,
17/08/20,7222,150,2.1,232,2,23,,,,3188,3804,726961,7650,0,0,726961,7650,1.96,,,
18/08/20,7472,269,3.5,235,3,25,,,,3436,3804,740871,13910,0,0,740871,13910,1.93,,,
19/08/20,7684,217,2.8,237,2,28,,,,3645,3804,804282,63411,0,0,804282,63411,0.34,,,
20/08/20,7934,269,3.3,238,1,30,,,,3895,3804,816450,12168,0,0,816450,12168,2.21,,,
21/08/20,8138,209,2.6,241,3,28,,,,4096,3804,826804,10354,0,0,826804,10354,2.02,,,
22/08/20,8381,264,3.0,243,2,31,,,,4337,3804,838015,11211,0,0,838015,11211,2.35,,,
23/08/20,8664,284,3.4,244,1,31,,,,4618,3804,848380,10365,0,0,848380,10365,2.74,,,
24/08/20,8819,170,1.8,244,0,31,,,,4773,3804,858138,9758,0,0,858138,9758,1.74,,,
25/08/20,8987,168,1.9,246,2,31,,,,4940,3804,872550,14412,0,0,872550,14412,1.17,,,
26/08/20,9280,293,3.3,251,5,33,,,,5228,3804,887991,15441,0,0,887991,15441,1.90,,,
27/08/20,9531,259,2.7,255,4,35,,,,5473,3804,903432,15441,0,0,903432,15441,1.68,,,
28/08/20,9800,270,2.8,259,4,35,,,,5737,3804,917265,13833,0,0,917265,13833,1.95,,,
29/08/20,9977,177,1.8,260,1,36,,,,5913,3804,931002,13737,0,0,931002,13737,1.29,,,
30/08/20,10134,157,1.6,263,3,35,,,,6068,3804,940882,9880,0,0,940882,9880,1.59,,,
31/08/20,10317,183,1.8,268,5,36,,,,6247,3804,949367,8485,0,0,949367,8485,2.16,,,
01/09/20,10524,207,2.0,272,4,38,,,,6449,3804,966346,16979,0,0,966346,16979,1.22,,,
02/09/20,10757,233,2.2,275,3,38,,,,6680,3804,980500,14154,0,0,980500,14154,1.65,,,
03/09/20,10998,241,2.2,278,3,39,,,,6916,3804,992566,12066,0,0,992566,12066,2.00,,,
04/09/20,11200,202,1.8,279,1,38,,,,7117,3804,1003142,10576,0,0,1003142,10576,1.91,,,
05/09/20,11386,187,1.7,281,2,40,,,,7302,3804,1015064,11922,0,0,1015064,11922,1.57,,,
06/09/20,11524,144,1.2,285,4,41,,,,7436,3804,1027618,12554,0,0,1027618,12554,1.15,,,
07/09/20,11663,156,1.2,289,4,42,,,,4888,6486,1037836,10218,0,0,1037836,10218,1.53,,,
08/09/20,11832,169,1.4,292,3,42,,,,5056,6486,1050259,12423,0,0,1050259,12423,1.36,,,
09/09/20,12080,248,2.1,296,4,46,,,,5301,6486,1066305,16046,0,0,1066305,16046,1.55,,,
10/09/20,12452,372,3.1,297,1,49,,,,5669,6486,1082401,16096,0,0,1082401,16096,2.31,,,
11/09/20,12734,287,2.3,301,4,52,,,,5948,6486,1094354,11953,0,0,1094354,11953,2.40,,,
12/09/20,13036,302,2.4,302,1,53,,,,6248,6486,1112992,18638,0,0,1112992,18638,1.62,,,
13/09/20,13240,207,1.6,306,4,54,,,,6449,6486,1125882,12890,0,0,1125882,12890,1.61,,,
14/09/20,13420,180,1.4,312,6,59,,,,6624,6486,1133027,7145,0,0,1133027,7145,2.52,,,
15/09/20,13730,310,2.3,314,2,67,,,,6931,6486,1144549,11522,0,0,1144549,11522,2.69,,,
16/09/20,14041,312,2.3,321,7,67,,,,7239,6486,1157897,13348,0,0,1157897,13348,2.34,,,
17/09/20,14400,359,2.6,328,7,69,,,,7589,6486,1170292,12395,0,0,1170292,12395,2.90,,,
18/09/20,14738,339,2.3,330,2,71,,,,7925,6486,1181712,11420,0,0,1181712,11420,2.97,,,
19/09/20,14978,240,1.6,332,2,65,,,,8161,6486,1194013,12301,0,0,1194013,12301,1.95,,,
20/09/20,15142,170,1.1,340,8,78,,,,8318,6486,1202213,8200,0,0,1202213,8200,2.07,,,
21/09/20,15595,453,3.0,347,7,79,,,,8765,6486,1210118,7905,0,0,1210118,7905,5.73,,,
22/09/20,15928,346,2.1,353,6,77,,,,9090,6486,1221017,10899,0,0,1221017,10899,3.17,,,
23/09/20,16286,358,2.2,357,4,73,,,,9443,6486,1233229,12212,0,0,1233229,12212,2.93,,,
24/09/20,16627,342,2.1,367,10,68,,,,5502,10759,1246363,13134,0,0,1246363,13134,2.60,,,
25/09/20,16913,286,1.7,372,5,63,,,,5785,10759,1256436,10073,0,0,1256436,10073,2.84,,,
26/09/20,17228,315,1.9,376,4,68,,,,6093,10759,1269055,12619,8879,8879,1277934,21498,1.47,,,
27/09/20,17444,218,1.3,381,5,68,,,,6306,10759,1278587,9532,9902,1023,1288489,10555,2.07,,,
28/09/20,17707,269,1.5,384,3,73,,,,6565,10759,1284694,6107,9902,0,1294596,6107,4.40,,,
29/09/20,18123,416,2.3,390,6,79,,,,6976,10759,1296795,12101,10719,817,1307514,12918,3.22,,,
30/09/20,18475,354,1.9,391,1,78,,,,7325,10759,1307549,10754,11504,785,1319053,11539,3.07,,,
01/10/20,18886,411,2.2,394,3,89,,,,7734,10759,1318336,10787,12288,784,1330624,11571,3.55,,,
02/10/20,19346,460,2.4,398,4,85,,,,7262,11686,1328042,9706,13100,812,1341142,10518,4.37,,,
03/10/20,19613,267,1.4,405,7,79,,,,7522,11686,1339664,11622,14071,971,1353735,12593,2.12,,,
04/10/20,19842,229,1.2,409,4,82,,,,7747,11686,1349123,9459,15019,948,1364142,10407,2.20,,,
05/10/20,20142,303,1.5,419,10,83,,,,8039,11686,1355126,6003,16291,1272,1371417,7275,4.16,,,
06/10/20,20541,399,2.0,425,6,87,,,,8435,11686,1367231,12105,17354,1063,1384585,13168,3.03,,,
07/10/20,20947,407,2.0,426,1,88,,,,8837,11686,1379036,11805,18645,1291,1397681,13096,3.11,,,
08/10/20,21381,436,2.1,430,4,91,,,,9265,11686,1390270,11234,20079,1434,1410349,12668,3.44,,,
09/10/20,21772,391,1.8,432,2,98,,,,9655,11686,1400857,10587,21906,1827,1422763,12414,3.15,,,
10/10/20,22078,306,1.4,439,7,100,,,,9956,11686,1413838,12981,24326,2420,1438164,15401,1.99,,,
11/10/20,22358,280,1.3,450,11,93,,,,10223,11686,1423000,9162,25521,1195,1448521,10357,2.70,,,
12/10/20,22652,295,1.3,458,8,91,,,,10510,11686,1429670,6670,25817,296,1455487,6966,4.23,,,
13/10/20,23060,408,1.8,462,4,89,,,,9399,13199,1449231,19561,27076,1259,1476307,20820,1.96,,,
14/10/20,23495,436,1.9,470,8,86,,,,6589,16437,1469357,20126,28481,1405,1497838,21531,2.02,,,
15/10/20,23947,453,1.9,482,12,82,,,,7028,16437,1489213,19856,30587,2106,1519800,21962,2.06,,,
16/10/20,24450,508,2.1,492,10,81,,,,7523,16437,1508460,19247,32621,2034,1541081,21281,2.39,,,
17/10/20,24932,482,2.0,502,10,83,,,,7995,16437,1527258,18798,34952,2331,1562210,21129,2.28,,,
18/10/20,25370,438,1.8,511,9,84,,,,8424,16437,1542156,14898,35568,616,1577724,15514,2.82,,,
19/10/20,25802,438,1.7,520,9,85,,,,8845,16437,1549392,7236,35856,288,1585248,7524,5.82,,,
20/10/20,26469,667,2.6,531,11,87,,,,9504,16437,1568798,19406,37842,1986,1606640,21392,3.12,,,
21/10/20,27334,865,3.3,535,4,86,,,,7051,19749,1588713,19915,41827,3985,1630540,23900,3.62,,,
22/10/20,28216,882,3.2,549,14,90,,,,7918,19749,1609040,20327,44700,2873,1653740,23200,3.80,,,
23/10/20,29057,841,3.0,559,10,89,,,,8749,19749,1629489,20449,48262,3562,1677751,24011,3.50,,,
24/10/20,29992,935,3.2,566,7,91,,,,9679,19749,1649561,20072,50846,2584,1700407,22656,4.13,,,
25/10/20,30782,790,2.6,575,9,84,,,,10459,19749,1666151,16590,52892,2046,1719043,18636,4.24,,,
26/10/20,31496,715,2.3,582,7,95,,,,11166,19749,1678129,11978,54707,1815,1732836,13793,5.18,,,
27/10/20,32752,1259,4.0,593,11,102,,,,12410,19749,1698327,20198,57656,2949,1755983,23147,5.44,,,
28/10/20,34299,1547,4.7,605,12,108,,,,13947,19749,1718450,20123,61784,4128,1780234,24251,6.38,,,
29/10/20,35510,1211,3.5,615,10,114,,,,11821,23074,1730519,12069,62678,894,1793197,12963,9.34,,,
30/10/20,37196,1690,4.7,622,7,128,,,,13502,23074,1753842,23323,68896,6218,1822738,29541,5.72,,,
31/10/20,39251,2056,5.5,626,4,135,,,,15551,23074,1777322,23480,71601,2705,1848923,26185,7.85,,,
01/11/20,40929,1678,4.3,635,9,140,,,,17220,23074,1792030,14708,72999,1398,1865029,16106,10.42,,,
02/11/20,42080,1152,2.8,645,10,153,,,,18364,23074,1804016,11986,74518,1519,1878534,13505,8.53,,,
03/11/20,44246,2166,5.1,664,19,169,,,,20517,23074,1829091,25075,77431,2913,1906522,27988,7.74,,,
04/11/20,46892,2646,6.0,690,26,179,,,,23145,23074,1853295,24204,80515,3084,1933810,27288,9.70,,,
05/11/20,49807,2917,6.2,705,15,187,,,,26031,23074,1876471,23176,83567,3052,1960038,26228,11.12,,,
06/11/20,52254,2448,4.9,720,15,196,,,,28465,23074,1902458,25987,87170,3603,1989628,29590,8.27,,,
07/11/20,54809,2556,4.9,749,29,207,,,,30986,23074,1926544,24086,90967,3797,2017511,27883,9.17,,,
08/11/20,56698,1914,3.4,784,35,228,,,,32840,23074,1941656,15112,91989,1022,2033645,16134,11.86,,,
09/11/20,58187,1490,2.6,830,46,239,,,,34288,23074,1952343,10687,92623,634,2044966,11321,13.16,,,
10/11/20,60570,2384,4.1,873,43,268,,,,36630,23074,1977560,25217,95221,2598,2072781,27815,8.57,,,
11/11/20,63321,2752,4.5,909,36,297,,,,39338,23074,2003274,25714,98697,3476,2101971,29190,9.43,,,
12/11/20,66637,3316,5.2,959,50,310,,,,42604,23074,2028196,24922,102369,3672,2130565,28594,11.60,,,
13/11/20,69675,3038,4.6,997,38,336,,,,45604,23074,2053166,24970,106834,4465,2160000,29435,10.32,,,
